start	end	text
3150900	3152460	ラジオを聞きながら
3152460	3154960	女の人と男の人が話しています
3157340	3160900	今日は秋の夜長におすすめの本4冊をご紹介します
3161480	3164880	まずは昨年の文学省を受賞したリンゴ
3165700	3169480	40代女性編集者と30代フリーターの男性
3169900	3171940	そして20代の女子学生が
3171940	3175740	3人で一見やお借りて暮らすというストーリーです
3176120	3179320	世代の違う3人の交流を丁寧に描いています
3180300	3181760	続いて秋の日
3182280	3186100	一人暮らしの老人が訪問ボランティアで来る若者に
3186100	3187940	自分の人生を語るうちに
3187940	3191380	互いの孤独から解放されていく話です
3191920	3193760	3冊目は別れ道
3194920	3197620	日本の金融業界をめぐるサスペンスですが
3197620	3200760	同時に主人公の成長も描かれています
3201700	3202940	最後は金魚
3203620	3205800	そば屋の主人の目を通して
3205800	3209120	江戸の文化が解下した時代の人々の様子を
3209120	3210880	生き生きと描いた作品です
3213260	3215500	これ私はもう全部読んじゃった
3215500	3218420	老人の話が一番面白かったな
3218940	3220420	僕もどれか読んでみようかな
3221000	3222900	銀行の話なんかがいいんじゃない
3224000	3227500	うちに帰ってまで仕事のことなんか考えたくないよ
3227500	3230920	そうかサスペンスだから好きだと思うんだけど
3232960	3233840	あとは
3233840	3236360	時代小説はあまり読まないでしょ
3236360	3237860	結構面白いけど
3237860	3239100	そうだね
3239100	3242280	どっちかって言うと現代者の方がいいかな
3244060	3245680	老人の話がいいかな
3248040	3252020	3人の共同生活の話って恋愛者なの?
3252820	3254680	そうなりそうになるんだけど
3254680	3256040	ならないんだよね
3256040	3258160	そこが面白いかなと
3258160	3259140	そうか
3260020	3261800	じゃあそっちを先に読もうかな
3267400	3268800	質問いき
3269660	3274380	女の人はどの本が一番面白いと思いましたか?
3287380	3288560	質問に
3289400	3293340	男の人はどの本を最初に読むことにしましたか?
3308860	3309380	これで
3309380	3311820	上海試験を終わります
