start	end	text
2723960	2725960	それなら一緒のこと
2725960	2728960	違う分野の対価にお願いしてはどうでしょうか
2728960	2730960	例えば
2730960	2732960	環境学の先生をお呼びするとか
2732960	2735960	それはいくら何でも飛躍しすぎでしょう
2735960	2736960	まあ
2736960	2739960	違う分野との連携も大切だと思いますけど
2739960	2741960	それは今後の課題として
2741960	2744960	今回は山田先生にご相談しましょう
2750960	2753960	講演会はどうすることにしましたか
2755960	2756960	1
2756960	2758960	講演会の日を変更する
2761960	2762960	2
2762960	2766960	山田先生に講演を録画してもらう
2769960	2770960	3
2770960	2774960	山田先生に講演者を紹介してもらう
2777960	2778960	4
2778960	2782960	関連分野の人に講演を依頼する
2793960	2795960	3番
2795960	2800960	テレビの旅行番組で観光コースを紹介しています
2806960	2807960	えー
2807960	2812960	今日は山中町で今人気の観光コースを4つご紹介します
2812960	2816960	コース1は山中町のシンボルとして
2816960	2818960	親しまれている途山電車で
2818960	2822960	文字通り山の急車面を登ります
2822960	2828960	来週中羽頃からちょうど山の桜が満開となりますからおすすめです
2828960	2832960	コース2は蒸気で走る汽車で
2832960	2836960	山中町と隣町の間を往復するツアーです
2836960	2840960	今はなかなか見る機会がない蒸気機関車ですが
2840960	2845960	煙を吐きながら力強く走る姿が大変人気です
2845960	2851960	コース3はロープウェイで山を越えて水海へ降りていきます
2851960	2855960	山中町の谷の間を登り3丁を超えると
2855960	2860960	目の前に突然水海の景色が広がります
2860960	2864960	コース4は船で水海を一周します
2864960	2871960	船に乗って水海から山中町の有大な山並みをゆったり楽しむことができます
2871960	2875960	山中町ってちょうど来週の3連休に
2875960	2878960	2泊3日で私たちが行くとこでしょう
2878960	2880960	いろいろ楽しめそうね
2880960	2885960	私空中から谷や水海を見下ろすっていうの興味あるなぁ
2885960	2889960	うんでも高いところは苦手なんだ
2889960	2893960	できれば水海から山を眺めるって方にしたいけどどう?
2893960	2897960	そっか高いところ苦手なの忘れてた
2897960	2903960	でも確かに天気が良ければ水面に山が移ってきれいかもしれないね
2903960	2906960	じゃあ旅行の2日目に乗ろうよ
2906960	2909960	初日は熱くのが夕方になるから移動だけだし
2909960	2914960	天気予報によると2日目までは晴れるらしいからきっと楽しめるよ
2914960	2917960	3日目からは天気が悪くなるんだって
2917960	2918960	そうなんだ
2918960	2922960	でも電車なら大雨じゃない限り止まらないよね
2922960	2925960	山中のシンボルは外せないよ
2925960	2927960	うん桜も見たいし
2927960	2931960	機関車は乗ったことがあるから今回はいいよね
2936960	2938960	質問1
2938960	2943960	2人は旅行の2日目どのコースを選びますか?
2956960	2958960	質問2
2958960	2963960	2人は旅行の3日目どのコースを選びますか?
2969960	2971960	質問3
2971960	2974960	2人は旅行の3日目どのコースを選びますか?
2974960	2976960	質問2
2976960	2978960	2人は旅行の3日目どのコースを選びますか?
2978960	2979960	これで
